days,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Bosnia and Herzegovina,Brazil,Bulgaria,Burkina Faso,Cabo Verde,Cameroon,Canada,Central African Republic,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Eswatini,Ethiopia,Europe,Finland,France,Gabon,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guinea-Bissau,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,South Korea,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Mauritania,Mexico,Moldova,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Venezuela,West Bank and Gaza,Yemen,Zambia,Zimbabwe,doubles every day,doubles every 2 days,doubles every 3 days,doubles every week,doubles every month
day 88,29451.571428571428,1780.4285714285713,11036.857142857143,NA,31500.714285714286,16458.14285714286,7251.285714285715,16791.428571428572,12282.285714285714,13324.857142857143,152615.14285714287,59427.28571428572,58579.71428571428,1800,30422.428571428572,3125.5714285714284,745081.8571428572,3309.8571428571427,900,2186.714285714286,12227,96504.28571428571,4613,182345.57142857142,82500.71428571429,50970.71428571428,2026.142857142857,6667.285714285715,1826.4285714285713,7674.428571428572,2252.5714285714284,2317,985.1428571428571,9641.42857142857,12023.142857142857,4769,23758.428571428572,46147.142857142855,36896.71428571428,8042.142857142857,3071,1950,2406.4285714285716,8271.57142857143,1598365.7142857143,6980.428571428572,184814.2857142857,6070.428571428572,916.2857142857143,181708.42857142858,14326,2991.4285714285716,23040.571428571428,5432.714285714285,1954,7428.714285714285,14715.142857142857,1075.5714285714287,4074.8571428571427,1806.5714285714287,287659.28571428574,34247.42857142857,131355.85714285713,14438.857142857143,25217.85714285714,17891.285714285714,227339.2857142857,16257.857142857143,990.2857142857143,17699.14285714286,6226.285714285715,11068.57142857143,2434.285714285714,33738.71428571428,4705.142857142857,1101.5714285714287,1402.5714285714287,1086.4285714285713,NA,1780.857142857143,4053.5714285714284,3677,NA,8120.285714285715,2979.1428571428573,2363.8571428571427,NA,142429.7142857143,13097.142857142857,438.7142857142857,9161.714285714286,NA,NA,NA,46731.57142857143,1508.4285714285713,NA,1071.5714285714287,22077.571428571428,4497.714285714285,8454.42857142857,29933,118499.57142857143,20750.714285714286,2305.1428571428573,217944.57142857142,23635.285714285714,27845.428571428572,34959.142857142855,65399.71428571428,21006,510631.85714285716,1058.4285714285713,112475.28571428571,5845.428571428572,12307.57142857143,1758.4285714285713,32895.71428571428,1548.7142857142858,1485,3069.285714285714,65936.71428571429,NA,237585,1962.857142857143,10666.285714285714,NA,38602.857142857145,30852.714285714286,7321.285714285715,3123.5714285714284,1143.2857142857142,176903.14285714287,1181.4285714285713,35687.857142857145,41402.28571428572,251971.2857142857,848.2857142857143,1774951.4285714286,6740.714285714285,4065.8571428571427,1297.857142857143,NA,4465.285714285715,NA,NA,NA,NA,608663.2608304899,742.7278428607533
day 89,29764.714285714286,1838.2857142857142,11152,NA,32948.857142857145,17033.714285714286,7257.714285714285,16815.85714285714,12755.714285714286,13831.42857142857,156017.57142857142,59878.57142857143,58706.28571428572,1820.5714285714287,31385.285714285714,3179.8571428571427,770463,3393.8571428571427,901.7142857142857,2223.4285714285716,12367.285714285714,97087,NA,188319.2857142857,82584.71428571429,53114.28571428572,2102.8571428571427,6797.142857142857,1892.857142857143,7940.857142857143,2255.4285714285716,2320,985.5714285714286,9693,12060.714285714286,4795.428571428572,24216.428571428572,46725.71428571428,38377.857142857145,8310,3071,1956,2487,8549.142857142857,1608121.4285714286,7002.285714285715,185714.2857142857,6123.714285714285,918.8571428571429,182148.7142857143,14701.857142857143,3010.1428571428573,23981.428571428572,5471,1954,7453.142857142857,15474.142857142857,1079.5714285714287,4078,1806.7142857142858,298364.71428571426,35260.42857142857,133485.57142857142,15560.57142857143,25233.85714285714,18044.714285714286,227971.14285714287,16291.714285714286,1000.5714285714286,18252.428571428572,6462.714285714285,11086.285714285714,2517.5714285714284,34320.42857142857,5034.714285714285,1103.5714285714287,1418.857142857143,1094.7142857142858,NA,1785.142857142857,4058.1428571428573,3952.1428571428573,NA,8187.714285714285,3010.714285714286,2375.4285714285716,NA,146802.42857142858,13452,463,9330.857142857143,NA,NA,NA,46878.71428571428,1509.7142857142858,NA,1074.857142857143,22695.14285714286,4647.571428571428,8468.714285714286,31087.85714285714,124329.14285714286,21431.428571428572,2343,222718.85714285713,24211.714285714286,28249.85714285714,35275,67059.71428571429,21223.14285714286,519216.85714285716,1074.4285714285713,116136.28571428571,5953.714285714285,12381,1766.857142857143,33362.57142857143,1551.7142857142858,1486.5714285714287,3079,69506.85714285714,NA,238190.42857142858,1971.857142857143,10748.42857142857,NA,39526.142857142855,30869.428571428572,7364.571428571428,3126.8571428571427,1148.142857142857,178287.57142857142,NA,36501,41842,253471.57142857142,849.1428571428571,1796363.857142857,6959.142857142857,4235.571428571428,1463.142857142857,NA,4717.571428571428,NA,NA,NA,NA,672018.7236414523,759.8458517385193
day 90,30069.571428571428,1891.857142857143,11269.285714285714,NA,34492.57142857143,17587.428571428572,7264.142857142857,16849.428571428572,13259,14320,159326.42857142858,60302.857142857145,58827,1839.2857142857142,32388.85714285714,3249.1428571428573,795586.7142857143,3474.4285714285716,904.5714285714286,2258.714285714286,12467.285714285714,97642.71428571429,NA,194356.85714285713,82660.42857142857,55459.71428571428,2189.285714285714,6908.285714285715,1964,8179.142857142857,2259.8571428571427,2322.8571428571427,986.2857142857143,9751.42857142857,12098.857142857143,4829.714285714285,24747.14285714286,47391,39880.57142857143,8579.142857142857,3071,1960.857142857143,2568.1428571428573,8897.857142857143,1617647.857142857,7021.142857142857,186611.57142857142,6177,921.2857142857143,182576.42857142858,15089.57142857143,3029.5714285714284,24885.14285714286,5508,1954,7476.857142857143,16254.42857142857,1083.4285714285713,4081.5714285714284,1806.857142857143,309388,36297.71428571428,135577.2857142857,16681,25248.428571428572,18220.85714285714,228581.42857142858,16321.42857142857,1009.5714285714286,18758.14285714286,6715,11104.57142857143,2604.714285714286,34880.57142857143,5400.857142857143,1105.5714285714287,1433.857142857143,1101.4285714285713,NA,1789.142857142857,4062.285714285714,4213.571428571428,NA,8253.285714285714,3048.1428571428573,2387,NA,151299.7142857143,13803.42857142857,489.7142857142857,9514.714285714286,NA,NA,NA,47033.142857142855,1511.142857142857,NA,1077.7142857142858,23297.14285714286,4796,8482.142857142857,32282.714285714286,130129.71428571429,22154.714285714286,2383.1428571428573,227302.42857142858,24775.428571428572,28625.285714285714,35576.71428571428,68693.28571428571,21446.14285714286,527720.5714285715,1095.4285714285713,119959.85714285714,6055.857142857143,12457.285714285714,1777.142857142857,33838.57142857143,1556.5714285714287,1487.7142857142858,3087.5714285714284,73124.28571428571,NA,238715.14285714287,1981,10849.857142857143,NA,40493.857142857145,30884.85714285714,7407.857142857143,3129.1428571428573,1152.7142857142858,179717.2857142857,NA,37339,42250.142857142855,254947.7142857143,850.8571428571429,1817567.142857143,7192.428571428572,4427.142857142857,1632.2857142857142,NA,5018.571428571428,NA,NA,NA,NA,741968.8257649872,777.3583876705165
day 91,30366.85714285714,1947.857142857143,11391,NA,36051,18116.571428571428,7270.142857142857,16880.85714285714,13773.57142857143,14803.57142857143,162594.42857142858,60698.142857142855,58945.71428571428,NA,33445.28571428572,3321,821423.7142857143,3561,909.5714285714286,2290,12546,98163.85714285714,NA,200551.57142857142,82731.28571428571,57872.142857142855,2275.714285714286,7016.714285714285,2040.142857142857,8409,2266.714285714286,2326.4285714285716,987.1428571428571,9812,12133.857142857143,4862.857142857143,25332.714285714286,47955.71428571428,41429.857142857145,8850.142857142857,3071,1965.7142857142858,2642.714285714286,9341.142857142857,1627031.5714285714,7038.714285714285,187430.85714285713,6235.142857142857,923.7142857142857,182959.14285714287,15459.285714285714,3049.714285714286,25756.14285714286,5543,1957.857142857143,NA,17056.571428571428,1088.142857142857,4085.285714285714,1807.142857142857,320519.28571428574,37344,137649.85714285713,17800.14285714286,25264.714285714286,18395.14285714286,229132.2857142857,16353.57142857143,1019,19200.14285714286,6974.428571428572,11124.57142857143,2694.4285714285716,35426,5748.285714285715,1107.5714285714287,1448.2857142857142,1108.5714285714287,NA,1793,4067.4285714285716,4480.857142857143,NA,8305.857142857143,3094.1428571428573,2397.714285714286,NA,155769.57142857142,14138.57142857143,518.5714285714286,9716.57142857143,NA,NA,NA,47195.28571428572,1512.857142857143,NA,1079.7142857142858,23914.714285714286,4940.571428571428,8497.42857142857,33480.857142857145,135995.14285714287,22892.285714285714,2425.1428571428573,231531,25316.714285714286,29001.714285714286,35862,70311.85714285714,21684.14285714286,536080.7142857143,1117.142857142857,123923.28571428571,6152.428571428572,12536.142857142857,1786.5714285714287,34337.57142857143,1562.4285714285713,1489.142857142857,3096.1428571428573,76808.28571428571,NA,239296.14285714287,1992.857142857143,10951.285714285714,NA,41520.71428571428,30900.714285714286,7451.714285714285,3131.1428571428573,1157,181149.7142857143,NA,38199.142857142855,42645.28571428572,256396.85714285713,854.8571428571429,1838873.2857142857,7444,4624.285714285715,1812.142857142857,NA,5290,NA,NA,NA,NA,819199.9999999941,795.2745435131413
day 92,30657.714285714286,2005.5714285714287,11518,NA,37652.142857142855,18631,7276.142857142857,16914.285714285714,14295.285714285714,15285.142857142857,165768.2857142857,61074,59063.142857142855,NA,34501.71428571428,3397.4285714285716,847664.5714285715,3648.8571428571427,915.4285714285714,2322.5714285714284,12592,98673.57142857143,NA,206203.85714285713,82797.42857142857,60402.57142857143,2362.1428571428573,7115.142857142857,2121.8571428571427,8628.57142857143,2276,2329.714285714286,988.1428571428571,9868.57142857143,12165.857142857143,4896,25939.85714285714,48437.857142857145,43005.142857142855,9128.857142857143,3071,1969.7142857142858,2707.285714285714,9818.714285714286,1636048.4285714286,7056.285714285715,188273.14285714287,6293.285714285715,926.8571428571429,183330.14285714287,15916,3068.5714285714284,26628.571428571428,5584.857142857143,1961.7142857142858,NA,17869.571428571428,1091.4285714285713,4089.5714285714284,1807.5714285714287,331996.5714285714,38360.42857142857,139795,19004.714285714286,25281.714285714286,18565.428571428572,229671.57142857142,16384,1031,19713.714285714286,7242.571428571428,11144.714285714286,2784.714285714286,35956,6117,1109.4285714285713,1461.5714285714287,1118.142857142857,NA,1796.7142857142858,4073,4771.142857142857,NA,8323.285714285714,3142.1428571428573,2408.4285714285716,NA,160414.14285714287,14473.857142857143,550.5714285714286,9989.42857142857,NA,NA,NA,47366.142857142855,1514.7142857142858,NA,1082.2857142857142,24552.428571428572,5078.142857142857,8513.857142857143,34720.71428571428,141792.57142857142,23551.14285714286,2473,236264.85714285713,25817.571428571428,29410.14285714286,36169.28571428572,71896.57142857143,21943.428571428572,544299.4285714285,1138.142857142857,128058.42857142857,6252.142857142857,12619.57142857143,1794.857142857143,34841.71428571428,1568,1490.7142857142858,3104.4285714285716,80657.57142857143,NA,239689.57142857142,2005.2857142857142,11062,NA,42566.28571428572,30915.428571428572,7495.285714285715,3132.5714285714284,1159.5714285714287,182552,NA,39087.71428571428,43023.28571428572,257780.2857142857,859.7142857142857,1859934,7707,4836,2016.4285714285713,NA,5556.571428571428,NA,NA,NA,NA,904470.1296015804,813.6036216902625
day 93,30971.428571428572,2067.1428571428573,11650.714285714286,NA,39387.28571428572,19134.428571428572,7284.857142857143,16947,14823.142857142857,15775.714285714286,168918.57142857142,61428.142857142855,59189.42857142857,NA,35612.142857142855,3486.285714285714,873801.8571428572,3740.714285714286,921.1428571428571,2355.5714285714284,12592,99134.42857142857,NA,211690.2857142857,82815.28571428571,62991.142857142855,2479.714285714286,7198.571428571428,2213.8571428571427,8856.42857142857,2287.714285714286,2333.8571428571427,989.1428571428571,9921,12197.857142857143,4921.714285714285,26586.428571428572,48993.42857142857,44567.28571428572,9414,3071,1972.4285714285713,2758.4285714285716,10312.714285714286,1644613.7142857143,7071.571428571428,188749.85714285713,6360,930.2857142857143,183655.2857142857,16369.285714285714,3086.285714285714,27452.85714285714,5646.428571428572,1965.5714285714287,NA,18691.571428571428,1094.7142857142858,4094.714285714286,1808.142857142857,343853.28571428574,39427.142857142855,141999.14285714287,20267.571428571428,25297.428571428572,18737.571428571428,230203.85714285713,16414.714285714286,1043.142857142857,20226.285714285714,7511.714285714285,11165.714285714286,2882.4285714285716,36476.28571428572,6454.142857142857,1110.4285714285713,1474.142857142857,1128.2857142857142,NA,1799.857142857143,4079.285714285714,5100.714285714285,NA,8342.714285714286,3195,2418.4285714285716,NA,165229.57142857142,14791,586.4285714285714,10312.857142857143,NA,NA,NA,47545.71428571428,1516.5714285714287,NA,1085,25194.714285714286,5211.142857142857,8531.142857142857,35861.28571428572,147382.42857142858,24312.571428571428,2528.285714285714,240634.7142857143,26335.285714285714,29812.14285714286,36459.28571428572,73499.57142857143,22214.571428571428,552400,1162.5714285714287,132339.85714285713,6356.142857142857,12708.57142857143,1802.7142857142858,35366.42857142857,1573.142857142857,1492.5714285714287,3112.8571428571427,84552.42857142857,NA,240034.42857142858,2017.857142857143,11162.42857142857,NA,43614.142857142855,30929.85714285714,NA,3134.8571428571427,1161.2857142857142,183901.42857142858,NA,39990.142857142855,43386.57142857143,259092.57142857142,864.8571428571429,1880683.4285714286,7962.857142857143,5071,2259,NA,5846.285714285715,NA,NA,NA,NA,998615.985524299,832.3551390232242
day 94,31235.285714285714,2129.8571428571427,11790.714285714286,NA,41250.71428571428,19636.85714285714,7294.857142857143,16978.571428571428,15360.42857142857,16251.42857142857,171982.85714285713,61759,59324.28571428572,NA,36809.857142857145,3580.8571428571427,898846.7142857143,3835.1428571428573,929.1428571428571,2387.285714285714,12592,99560.71428571429,NA,217110.42857142858,82830.85714285714,65654.14285714286,2597.285714285714,7269,2320.285714285714,9076.142857142857,2303.5714285714284,2338.4285714285716,990.4285714285714,9972.42857142857,12228.57142857143,4943.857142857143,27228.714285714286,49467.42857142857,46097.42857142857,9711,3071,1974.142857142857,NA,10868.42857142857,1652784.7142857143,7084,189234,6426.714285714285,934.1428571428571,183941.2857142857,16815.14285714286,3098.4285714285716,28322.14285714286,5710.428571428572,1969.4285714285713,NA,19566.14285714286,1097.857142857143,4101,1808.857142857143,356146.85714285716,40483.857142857145,144251.2857142857,21559.285714285714,25314.14285714286,18925.428571428572,230716.7142857143,16444.285714285714,1056.857142857143,20732.428571428572,7776.714285714285,11187.857142857143,2991.8571428571427,37008.57142857143,6860.571428571428,1110.857142857143,1487.5714285714287,1136.857142857143,NA,1802.142857142857,4085.285714285714,5432.714285714285,NA,8363,3261,2427.4285714285716,NA,170209.2857142857,15094.857142857143,629.2857142857143,10601.42857142857,NA,NA,NA,47739.28571428572,1518.7142857142858,NA,1088.142857142857,25804.14285714286,5345.142857142857,8547.857142857143,36957.857142857145,153915.7142857143,25077.14285714286,2590.4285714285716,244234.7142857143,26859.85714285714,30203.428571428572,36755.28571428572,75044.14285714286,22499.714285714286,560344.5714285715,1192.142857142857,136675.57142857142,6464.571428571428,12803.714285714286,1811.2857142857142,35841.142857142855,1578.4285714285713,1494.7142857142858,3124,88560.57142857143,NA,240331.85714285713,2025.857142857143,11218.57142857143,NA,44472.857142857145,30946.14285714286,NA,3137.285714285714,1163,185196.57142857142,NA,40918,43762.42857142857,260348,872.4285714285714,1901441.4285714286,8234.42857142857,5313.285714285715,2512.8571428571427,NA,6102.142857142857,NA,NA,NA,NA,1102561.437804418,851.5388316721679
day 95,31502.85714285714,2192.714285714286,11942.142857142857,NA,43293.42857142857,20163.14285714286,7306.285714285715,17004.285714285714,15904.57142857143,16746.285714285714,175036.85714285713,62085.28571428572,59454.57142857143,NA,37999.28571428572,3675.4285714285716,928004.2857142857,3935.1428571428573,937.1428571428571,2421.5714285714284,12592,99967.28571428571,NA,222126.7142857143,82844.42857142857,68520.85714285714,2687.1428571428573,7325.142857142857,2431.4285714285716,9313,2322.1428571428573,2343.5714285714284,991.5714285714286,10020.714285714286,12263.57142857143,4958.285714285715,27899.571428571428,49996,47655.71428571428,10012.857142857143,3071,1975.4285714285713,NA,11454.285714285714,1661447.142857143,7095,189539.57142857142,6522.285714285715,938,184264.2857142857,17195.285714285714,3111.285714285714,29274,5778.142857142857,1973.2857142857142,NA,20411,1100.7142857142858,4107.571428571428,1809.5714285714287,368936.71428571426,41570.857142857145,146640,22928.14285714286,25331,19129.428571428572,231193.42857142858,16478,1070.5714285714287,23843.85714285714,8067.285714285715,11219.57142857143,3110.5714285714284,37534.142857142855,7256.714285714285,1111.142857142857,1507.7142857142858,1146.7142857142858,NA,1804.7142857142858,4092.4285714285716,5757.142857142857,NA,8381.714285714286,3327.285714285714,2436.8571428571427,NA,175430.2857142857,15387.714285714286,677.8571428571429,10892.57142857143,NA,NA,NA,47926.42857142857,1520.857142857143,NA,1090.4285714285713,26388.428571428572,5473.857142857143,8562.714285714286,38051.857142857145,160231.7142857143,25853.285714285714,2664.8571428571427,247728.2857142857,27432.428571428572,30575.285714285714,37066.57142857143,76575.28571428571,22792.714285714286,568199,1225.2857142857142,141093.42857142858,6578.285714285715,12905.57142857143,1820.5714285714287,36292.71428571428,1585,1498,3133.285714285714,92814,NA,240627.7142857143,2033.4285714285713,11280.285714285714,NA,45387.857142857145,30963,NA,3139.1428571428573,1164.857142857143,186463.2857142857,NA,41844,44143.42857142857,261558.7142857143,880.5714285714286,1921804,8515.714285714286,5557.571428571428,2801.4285714285716,NA,6355.428571428572,NA,NA,NA,NA,1217326.5216609791,871.1646601912416
day 96,31796.571428571428,2260,12110.857142857143,NA,45428.71428571428,20704.571428571428,7320,17033.85714285714,16448.428571428572,17260,178076.2857142857,62396,59575.42857142857,NA,39250.28571428572,3770,959013.5714285715,4040,945,2458,12592,100363.14285714286,NA,226952.85714285713,82857.14285714286,71432.57142857143,2757.5714285714284,7369.428571428572,2553.1428571428573,9528,2352.714285714286,2349.1428571428573,992.7142857142857,10081.42857142857,12300,4972,28591.14285714286,50446.42857142857,49195.42857142857,10307.857142857143,3071,1976.5714285714287,NA,12092.142857142857,1669883.2857142857,7102.857142857143,189857.42857142858,6617.857142857143,941.8571428571429,184598.57142857142,17703,3130.5714285714284,30171.285714285714,5854,1977.142857142857,NA,21248.285714285714,1102.7142857142858,4115,1810.5714285714287,382202.14285714284,42658.57142857143,149218.7142857143,24395.571428571428,25342.285714285714,19339,231641.85714285713,16519.14285714286,1083.142857142857,27104.428571428572,8390.142857142857,11256.714285714286,3239.714285714286,38067,7626.142857142857,1111.7142857142858,1527.5714285714287,1156,NA,1807.142857142857,4099.428571428572,6068.857142857143,NA,8405.285714285714,3412.8571428571427,2446,NA,180723.7142857143,15672.57142857143,729.1428571428571,11189,NA,NA,NA,48113.57142857143,1522.7142857142858,NA,1092.857142857143,26980.428571428572,5613,8576.714285714286,39145.142857142855,165461.7142857143,26665.571428571428,2739.714285714286,251107.42857142858,28021.285714285714,30938,37392.857142857145,78032.14285714286,23085,575935.1428571428,1263.142857142857,145389.2857142857,6695.571428571428,13013.57142857143,1830.4285714285713,36725,1594.7142857142858,1501.2857142857142,3142.5714285714284,97297.42857142857,NA,240924.7142857143,2041.4285714285713,11352.285714285714,NA,46351.42857142857,30981.714285714286,NA,3141,1167,187739,NA,42751.57142857143,44529.28571428572,262719.14285714284,890,1942286,8805.142857142857,5808.714285714285,3128.1428571428573,NA,NA,NA,NA,NA,NA,1344037.4472829038,891.242814700316
day 97,32080,2329.714285714286,12301.857142857143,NA,47682,21288.85714285714,7335.142857142857,17057.714285714286,16995.85714285714,17806,181135.14285714287,62693,59690.142857142855,NA,40476.71428571428,3884.285714285714,989830.2857142857,4148.285714285715,951.1428571428571,2497.5714285714284,12592,100751.42857142857,NA,231702.57142857142,82868.42857142857,74456.28571428571,2815.4285714285716,7463.285714285715,2684.1428571428573,9744.857142857143,2389.714285714286,2354.8571428571427,993.8571428571429,10148.285714285714,12335.57142857143,4977.428571428572,29262,51026.28571428572,50714.71428571428,10610.285714285714,3071,1977.7142857142858,NA,12712.142857142857,1678423.2857142857,7111.428571428572,190157,6713.428571428572,946.1428571428571,184957.85714285713,18125.428571428572,3150.4285714285716,31055.571428571428,5929.857142857143,1988.2857142857142,NA,22083.571428571428,1104.7142857142858,4121.857142857143,1811.7142857142858,396077,43737.28571428572,151948,25918.285714285714,25353.14285714286,19559.571428571428,232076,16562.85714285714,1095.4285714285713,30733,8697.142857142857,11296.142857142857,3383.714285714286,38618.42857142857,7996.285714285715,1112.4285714285713,1548.857142857143,1165.142857142857,NA,1809.2857142857142,4107.714285714285,6365,NA,8429.42857142857,3501.1428571428573,2455,NA,186080.2857142857,15943.857142857143,784,11491.57142857143,NA,NA,NA,48300.142857142855,1524.4285714285713,NA,1095.2857142857142,27573.714285714286,5757.714285714285,8590.57142857143,40273,170620.7142857143,27470,2821.4285714285716,254504.7142857143,28630.14285714286,31286.428571428572,37732.57142857143,79400.57142857143,23388.714285714286,583577.1428571428,1298,149526,6811.285714285715,13135.857142857143,1838.5714285714287,37154.142857142855,1604.2857142857142,1505.142857142857,3152.1428571428573,102223.85714285714,NA,241215.2857142857,2049.285714285714,11389.285714285714,NA,47357.71428571428,30999.85714285714,NA,3143.285714285714,1169.142857142857,189036.7142857143,NA,43619,44924.857142857145,263829.5714285714,899.2857142857143,1962996.4285714286,9101.142857142857,6040.142857142857,3436.1428571428573,NA,NA,NA,NA,NA,NA,1483937.6515299734,911.7837201758975
day 98,32358.85714285714,2396.285714285714,12516.42857142857,NA,50044.857142857145,21889,7352.285714285715,17087.714285714286,17552.714285714286,18343.285714285714,184200.2857142857,62980.71428571428,59797.57142857143,NA,41726.28571428572,4007.8571428571427,1021001.5714285715,4255.857142857143,955.8571428571429,2542.714285714286,12592,101139.85714285714,NA,236279.57142857142,82878.71428571429,77736,2873.285714285714,7548.142857142857,2825.8571428571427,9983.57142857143,2436.1428571428573,2360.5714285714284,995,10213.57142857143,12375.285714285714,4982.428571428572,29897.14285714286,51615.57142857143,52217.57142857143,10920.57142857143,3321,1978.7142857142858,NA,13301.857142857143,1686828.4285714286,7119.285714285715,190623.7142857143,6821.428571428572,950.7142857142857,185333.14285714287,18603,3168.8571428571427,32404.714285714286,6010.428571428572,NA,NA,22922.14285714286,1105.857142857143,4128,1812.7142857142858,410665.28571428574,44808.142857142855,154865.2857142857,27541.285714285714,25362,19796.85714285714,232498.85714285713,16605.714285714286,1107.5714285714287,34569,9014.142857142857,11335.857142857143,3542.1428571428573,39200.57142857143,8429.42857142857,1113.2857142857142,1571,1172.4285714285713,NA,1811.2857142857142,4115.571428571428,6680,NA,8454.714285714286,3600.714285714286,2462.714285714286,NA,191495.57142857142,16203.857142857143,841.5714285714286,11804.285714285714,NA,NA,NA,48473,1526,NA,1096.857142857143,28158.714285714286,5903.857142857143,8602.57142857143,41437.71428571428,175501.57142857142,28246.571428571428,2913.4285714285716,257963.85714285713,29350.714285714286,31619.571428571428,38081.57142857143,80739.14285714286,23687.285714285714,591123.8571428572,1332.4285714285713,153501.57142857142,6927.428571428572,13277.142857142857,NA,37536.71428571428,1614.4285714285713,1508.7142857142858,3160.5714285714284,107491.71428571429,NA,241494.42857142858,2055.1428571428573,11426.285714285714,NA,48341.142857142855,31019.571428571428,NA,3146.285714285714,1171.4285714285713,190360.42857142858,NA,44471.42857142857,45326.42857142857,264895.5714285714,906.8571428571429,1983722,9406.857142857143,6307.571428571428,3753.1428571428573,NA,NA,NA,NA,NA,NA,1638399.9999999872,932.7980418639829
day 99,32625.571428571428,2463.4285714285716,12752.285714285714,NA,52494.57142857143,22514.285714285714,7369,17116,18111.428571428572,18880.85714285714,187175.85714285713,63250,59900.142857142855,NA,43030.42857142857,4140.714285714285,1052818.2857142857,4368.142857142857,961.4285714285714,NA,12924,101528.28571428571,NA,241106.42857142858,82888.71428571429,81038.42857142857,2931.1428571428573,7632.714285714285,2981.714285714286,10233.857142857143,2489.5714285714284,2368.285714285714,996,10281.285714285714,12419.42857142857,4987.428571428572,30558.85714285714,52307.42857142857,53686.857142857145,11239,3571,1979.7142857142858,NA,13914.142857142857,1695268.142857143,7124.857142857143,191118,6929.428571428572,954.8571428571429,185676.14285714287,19135.285714285714,3189.4285714285716,33736.42857142857,6093.142857142857,NA,NA,23738.714285714286,1106.7142857142858,4134.857142857143,1813.4285714285713,425830.85714285716,45890.71428571428,157792.14285714287,29227.285714285714,25370.14285714286,20043,232884.14285714287,16650.714285714286,1116.4285714285713,38461.42857142857,9332.285714285714,11378.285714285714,3719.714285714286,39821.42857142857,8903.142857142857,1114.2857142857142,1594.857142857143,1177.2857142857142,NA,1813.2857142857142,4124.142857142857,7045.285714285715,NA,8477.57142857143,3723.8571428571427,2471.4285714285716,NA,196867,16446.285714285714,892.4285714285714,12051.285714285714,NA,NA,NA,48645.857142857145,1527.4285714285713,NA,1097.7142857142858,28696.571428571428,6048,8614.857142857143,42584.57142857143,180194.7142857143,29054.571428571428,3014,261455.14285714287,30073.14285714286,31922.428571428572,38418.142857142855,82006.85714285714,23982.428571428572,598501.5714285715,1370,157220.57142857142,7043.714285714285,13441.714285714286,NA,37902.42857142857,1625.4285714285713,1512.2857142857142,3170,113080.14285714286,NA,241786.85714285713,2060.714285714286,11475.142857142857,NA,49376.857142857145,31041.285714285714,NA,3149.5714285714284,1173.857142857143,191701.85714285713,NA,45290,45730.42857142857,265938.28571428574,914,2004851,9740.42857142857,6576.285714285715,4077.5714285714284,NA,NA,NA,NA,NA,NA,1808940.2592031602,954.2966908176671
